FID,GPID,ADDRESS,Shape__Are,DAUID,DA_ID,pop_2016_2,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,SCHOOL,Ranking,Ave_Rating,trees_km,walkscore,bikescore,ws_ave,bs_ave,FID_2,GPID_2,ADDRESS_2,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
"5537","2000002089",158 YORK ROAD,25828.125000000000000,"35230150",35230150.000000000000000,590.000000000000000,606.000000000000000,-2.600000000000000,4627.500000000000000,0.100000000000000,2738.500000000000000,65.000000000000000,480.000000000000000,45.000000000000000,70.000000000000000,11.900000000000000,11.000000000000000,81.400000000000006,7.600000000000000,37.700000000000003,305.000000000000000,120.000000000000000,39.299999999999997,2.000000000000000,65.000000000000000,21.300000000000001,61989.000000000000000,299456.000000000000000,311243.000000000058208,155.000000000000000,50.000000000000000,155.000000000000000,50.000000000000000,35.500000000000000,50.000000000000000,951.000000000000000,510.000000000000000,205.000000000000000,40.200000000000003,50.000000000000000,9.800000000000001,0.000000000000000,0.000000000000000,4.800000000000000,370.000000000000000,40.000000000000000,10.800000000000001,40.000000000000000,10.800000000000001,30.000000000000000,8.100000000000000,23.199999999999999,45.500000000000000,35.570,6.54998970,3.89308381,629.04034424,675.05261230,John Galt,4.40000000000,5.10000000000,0.00000000000,"56",,43.062,35.531,"5537","2000002089",158 YORK ROAD,499900.000000000000000,"October 12, 2021",581000.000000000000000,8.000000000000000,2.000000000000000,,700.000000000000000,100.000000000000000,Bungalow,Part Bsmt,2021.000000000000000,197000.000000000000000,2021.000000000000000,2200.000000000000000,58.000000000000000,38.000000000000000,"713400080",Two Rivers,ResidentialProperty,43.543887300000002,-80.235066200000006
"13196","2000002542",367 STEPHANIE DRIVE,18148.421875000000000,"35230414",35230414.000000000000000,541.000000000000000,584.000000000000000,-7.400000000000000,986.299999999999955,0.600000000000000,321.800000000000011,75.000000000000000,415.000000000000000,55.000000000000000,50.000000000000000,9.300000000000001,13.900000000000000,76.900000000000006,10.199999999999999,40.399999999999999,175.000000000000000,155.000000000000000,88.599999999999994,3.100000000000000,100.000000000000000,57.100000000000001,78117.000000000000000,428575.000000000058208,424019.000000000058208,160.000000000000000,91.400000000000006,15.000000000000000,8.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,450.000000000000000,115.000000000000000,25.600000000000001,30.000000000000000,6.700000000000000,10.000000000000000,2.200000000000000,8.100000000000000,275.000000000000000,10.000000000000000,3.600000000000000,10.000000000000000,3.600000000000000,0.000000000000000,0.000000000000000,4.000000000000000,19.199999999999999,11.446,3.25193262,1.39527464,355.12280273,371.21636963,Taylor Evans,6.70000000000,7.13000000000,0.00000000000,"39","50",39.000,48.833,"13196","2000002542",367 STEPHANIE DRIVE,799900.000000000000000,"August 04, 2021",810000.000000000000000,6.000000000000000,3.000000000000000,,1500.000000000000000,30.000000000000000,Sidesplit 4,Finished,,,2021.000000000000000,4591.729999999999563,110.000000000000000,52.000000000000000,"-",West Willow Woods,ResidentialProperty,43.521664399999999,-80.286621640000007
"16101","2000003238",20 GLADSTONE AVENUE,63478.312500000000000,"35230060",35230060.000000000000000,496.000000000000000,499.000000000000000,-0.600000000000000,2541.000000000000000,0.200000000000000,1040.000000000000000,60.000000000000000,320.000000000000000,115.000000000000000,30.000000000000000,6.100000000000000,12.100000000000000,64.599999999999994,23.199999999999999,46.000000000000000,205.000000000000000,195.000000000000000,95.099999999999994,2.400000000000000,85.000000000000000,41.500000000000000,63119.000000000000000,380195.000000000058208,405768.999999999941792,185.000000000000000,92.500000000000000,15.000000000000000,7.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,440.000000000000000,145.000000000000000,33.000000000000000,25.000000000000000,5.700000000000000,10.000000000000000,2.300000000000000,3.600000000000000,240.000000000000000,10.000000000000000,4.200000000000000,15.000000000000000,6.300000000000000,15.000000000000000,6.300000000000000,8.199999999999999,12.199999999999999,6.040,2.24528360,1.15994966,450.38952637,459.83462524,Waverly Dr,6.00000000000,6.05000000000,68.52229069350,"27","35",72.061,28.327,"16101","2000003238",20 GLADSTONE AVENUE,939999.000000000000000,"July 09, 2021",940000.000000000000000,7.000000000000000,4.000000000000000,,1500.000000000000000,99.000000000000000,Sidesplit 3,Full,,,2021.000000000000000,5393.000000000000000,,56.000000000000000,"-",Waverley,ResidentialProperty,43.564879259999998,-80.261296779999995
"3065","2000027396",46 GREENWICH DRIVE,56285.601562500000000,"35230120",35230120.000000000000000,456.000000000000000,464.000000000000000,-1.700000000000000,3674.500000000000000,0.100000000000000,1266.700000000000045,70.000000000000000,335.000000000000000,50.000000000000000,35.000000000000000,7.700000000000000,15.400000000000000,73.599999999999994,11.000000000000000,40.299999999999997,150.000000000000000,145.000000000000000,96.700000000000003,3.000000000000000,90.000000000000000,60.000000000000000,63151.000000000000000,400995.000000000058208,410399.000000000058208,160.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,425.000000000000000,95.000000000000000,22.399999999999999,20.000000000000000,4.700000000000000,10.000000000000000,2.400000000000000,6.500000000000000,270.000000000000000,15.000000000000000,5.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,15.000000000000000,14.659,2.25639653,1.12848032,247.02680969,265.07305908,Mitchell Woods,5.00000000000,5.55000000000,10.53539474950,"20","52",25.000,37.878,"3065","2000027396",46 GREENWICH DRIVE,749900.000000000000000,"May 03, 2021",980000.000000000000000,4.000000000000000,4.000000000000000,,1500.000000000000000,50.000000000000000,Backsplit 3,Finished,,,2021.000000000000000,5100.000000000000000,,62.000000000000000,"-",West Willow Woods,ResidentialProperty,43.533144000000000,-80.299969399999995
"25094","2000014538",38 CAMM CRESCENT,13974.851562500000000,"35230388",35230388.000000000000000,546.000000000000000,549.000000000000000,-0.500000000000000,4666.699999999999818,0.100000000000000,1566.700000000000045,110.000000000000000,385.000000000000000,50.000000000000000,25.000000000000000,4.600000000000000,20.199999999999999,70.599999999999994,9.199999999999999,37.100000000000001,185.000000000000000,180.000000000000000,97.299999999999997,2.900000000000000,110.000000000000000,59.500000000000000,81747.000000000000000,449380.999999999941792,463100.999999999941792,180.000000000000000,97.299999999999997,10.000000000000000,5.400000000000000,16.199999999999999,0.000000000000000,0.000000000000000,415.000000000000000,150.000000000000000,36.100000000000001,20.000000000000000,4.800000000000000,10.000000000000000,2.400000000000000,9.699999999999999,250.000000000000000,10.000000000000000,4.000000000000000,20.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,2.900000000000000,21.399999999999999,8.430,1.58558166,0.70973861,134.88885498,145.61141968,Sir Isaac Brock,8.00000000000,8.00000000000,0.00000000000,"20","52",18.612,42.522,"25094","2000014538",38 CAMM CRESCENT,949000.000000000000000,"September 21, 2021",1023000.000000000000000,8.000000000000000,3.000000000000000,1.000000000000000,1500.000000000000000,30.000000000000000,2-Storey,Finished,,,2020.000000000000000,5131.390000000000327,103.599999999999994,26.690000000000001,"71186043",Pine Ridge,ResidentialProperty,43.512269490000001,-80.190103629999996
"15350","2000038548",273 ARTHUR STREET NORTH,31119.742187500000000,"35230157",35230157.000000000000000,615.000000000000000,614.000000000000000,0.200000000000000,1614.599999999999909,0.400000000000000,823.700000000000045,80.000000000000000,450.000000000000000,80.000000000000000,35.000000000000000,5.700000000000000,13.000000000000000,73.200000000000003,13.000000000000000,40.399999999999999,295.000000000000000,150.000000000000000,50.899999999999999,2.000000000000000,80.000000000000000,27.100000000000001,83153.000000000000000,459907.000000000058208,500068.000000000000000,190.000000000000000,62.299999999999997,110.000000000000000,36.100000000000001,12.800000000000001,54.500000000000000,1108.000000000000000,530.000000000000000,295.000000000000000,55.700000000000003,85.000000000000000,16.000000000000000,35.000000000000000,6.600000000000000,3.800000000000000,350.000000000000000,10.000000000000000,2.900000000000000,65.000000000000000,18.600000000000001,35.000000000000000,10.000000000000000,17.199999999999999,37.100000000000001,33.523,6.46243095,4.40711451,765.47003174,809.86407471,John Galt,4.40000000000,5.10000000000,39.90747488290,"57","52",46.000,31.682,"15350","2000038548",273 ARTHUR STREET NORTH,849000.000000000000000,"August 24, 2021",1040000.000000000000000,5.000000000000000,3.000000000000000,1.000000000000000,,99.000000000000000,Bungalow,Full,2016.000000000000000,531000.000000000000000,2021.000000000000000,6067.250000000000000,180.310000000000002,100.890000000000001,"713190361",Central East,ResidentialProperty,43.554087170000003,-80.255248570000006
"19939","2000034220",108 SHERIDAN STREET,39401.296875000000000,"35230064",35230064.000000000000000,448.000000000000000,455.000000000000000,-1.500000000000000,3541.500000000000000,0.100000000000000,1500.000000000000000,70.000000000000000,280.000000000000000,90.000000000000000,20.000000000000000,4.500000000000000,15.699999999999999,62.899999999999999,20.199999999999999,41.799999999999997,190.000000000000000,110.000000000000000,57.899999999999999,2.300000000000000,80.000000000000000,42.100000000000001,59078.000000000000000,349438.000000000000000,331682.000000000000000,160.000000000000000,88.900000000000006,20.000000000000000,11.100000000000000,9.400000000000000,0.000000000000000,0.000000000000000,370.000000000000000,60.000000000000000,16.199999999999999,10.000000000000000,2.700000000000000,0.000000000000000,0.000000000000000,9.100000000000000,195.000000000000000,15.000000000000000,7.700000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.699999999999999,40.500000000000000,12.623,3.51652884,3.29827642,410.26007080,429.69592285,Waverly Dr,6.00000000000,6.05000000000,82.97375810270,"46","47",49.123,51.825,"19939","2000034220",108 SHERIDAN STREET,750000.000000000000000,"September 12, 2021",910000.000000000000000,4.000000000000000,3.000000000000000,2.000000000000000,1100.000000000000000,99.000000000000000,Bungalow,Finished,2021.000000000000000,397000.000000000000000,2021.000000000000000,4536.159999999999854,104.000000000000000,71.129999999999995,"713050098",Waverley,ResidentialProperty,43.573273530000002,-80.255717500000003
"12341","2000021718",1 WESTHILL ROAD,51638.605468749992724,"35230124",35230124.000000000000000,452.000000000000000,478.000000000000000,-5.400000000000000,3207.900000000000091,0.100000000000000,1178.599999999999909,50.000000000000000,325.000000000000000,75.000000000000000,35.000000000000000,7.800000000000000,11.100000000000000,72.200000000000003,16.699999999999999,43.000000000000000,165.000000000000000,160.000000000000000,97.000000000000000,2.800000000000000,70.000000000000000,42.399999999999999,69078.000000000000000,399764.000000000000000,395076.999999999941792,155.000000000000000,96.900000000000006,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,370.000000000000000,120.000000000000000,32.399999999999999,30.000000000000000,8.100000000000000,0.000000000000000,0.000000000000000,5.800000000000000,200.000000000000000,20.000000000000000,10.000000000000000,10.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,6.300000000000000,21.300000000000001,20.972,3.79873896,2.76383662,444.73355103,472.26907349,Westwood,3.60000000000,4.55000000000,71.54114144500,"59",,30.843,22.043,"12341","2000021718",1 WESTHILL ROAD,789900.000000000000000,"May 28, 2021",790000.000000000000000,9.000000000000000,3.000000000000000,1.000000000000000,1100.000000000000000,50.000000000000000,2-Storey,Finished,2021.000000000000000,364000.000000000000000,2020.000000000000000,4259.000000000000000,72.140000000000001,95.010000000000005,"-",West Willow Woods,ResidentialProperty,43.529066499999999,-80.287368200000003
"682","2000019530",98 SOUTHCREEK TRAIL,28115.191406250000000,"35230498",35230498.000000000000000,430.000000000000000,453.000000000000000,-5.100000000000000,1074.700000000000045,0.400000000000000,555.000000000000000,65.000000000000000,335.000000000000000,25.000000000000000,75.000000000000000,17.399999999999999,15.100000000000000,77.900000000000006,5.800000000000000,34.100000000000001,160.000000000000000,105.000000000000000,65.599999999999994,2.700000000000000,70.000000000000000,43.799999999999997,56804.000000000000000,349646.000000000000000,371428.000000000000000,125.000000000000000,73.500000000000000,45.000000000000000,26.500000000000000,16.000000000000000,62.500000000000000,1883.000000000000000,365.000000000000000,130.000000000000000,35.600000000000001,30.000000000000000,8.199999999999999,20.000000000000000,5.500000000000000,3.200000000000000,280.000000000000000,15.000000000000000,5.400000000000000,10.000000000000000,3.600000000000000,0.000000000000000,0.000000000000000,21.600000000000001,39.799999999999997,92.859,4.59831285,4.96978521,411.78091431,514.21057129,Rickson Ridge,7.00000000000,7.65000000000,0.00000000000,,,14.574,20.181,"682","2000019530",98 SOUTHCREEK TRAIL,824000.000000000000000,"May 26, 2021",834000.000000000000000,6.000000000000000,3.000000000000000,1.000000000000000,,30.000000000000000,2-Storey,Finished,,,2020.000000000000000,4469.000000000000000,,38.990000000000002,"714900750",Kortright Hills,ResidentialProperty,43.511014539999998,-80.215343030000000
"20014","2000027410",68 THORNHILL DRIVE,56285.601562500000000,"35230120",35230120.000000000000000,456.000000000000000,464.000000000000000,-1.700000000000000,3674.500000000000000,0.100000000000000,1266.700000000000045,70.000000000000000,335.000000000000000,50.000000000000000,35.000000000000000,7.700000000000000,15.400000000000000,73.599999999999994,11.000000000000000,40.299999999999997,150.000000000000000,145.000000000000000,96.700000000000003,3.000000000000000,90.000000000000000,60.000000000000000,63151.000000000000000,400995.000000000058208,410399.000000000058208,160.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,425.000000000000000,95.000000000000000,22.399999999999999,20.000000000000000,4.700000000000000,10.000000000000000,2.400000000000000,6.500000000000000,270.000000000000000,15.000000000000000,5.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,15.000000000000000,15.295,2.03264213,1.07325697,248.46115112,266.86459351,Mitchell Woods,5.00000000000,5.55000000000,10.53539474950,,,24.390,39.341,"20014","2000027410",68 THORNHILL DRIVE,739900.000000000000000,"May 25, 2021",925000.000000000000000,6.000000000000000,4.000000000000000,,,,Bungalow-Raised,Finished,,,2020.000000000000000,3795.199999999999818,61.430000000000000,57.680000000000000,"-",West Willow Woods,ResidentialProperty,43.532744999999998,-80.300517400000004
"4244","2000000961",4 GLENDA COURT,41998.269531250000000,"35230217",35230217.000000000000000,337.000000000000000,358.000000000000000,-5.900000000000000,3323.500000000000000,0.100000000000000,1310.000000000000000,40.000000000000000,230.000000000000000,65.000000000000000,20.000000000000000,6.000000000000000,11.900000000000000,68.700000000000003,19.399999999999999,45.600000000000001,130.000000000000000,130.000000000000000,100.000000000000000,2.500000000000000,55.000000000000000,42.299999999999997,60159.000000000000000,384344.999999999941792,468454.000000000000000,130.000000000000000,96.299999999999997,0.000000000000000,0.000000000000000,15.400000000000000,0.000000000000000,0.000000000000000,300.000000000000000,50.000000000000000,16.699999999999999,10.000000000000000,3.300000000000000,0.000000000000000,0.000000000000000,4.900000000000000,185.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.600000000000000,18.199999999999999,14.173,3.08355570,1.46904922,335.04193115,353.76913452,Westwood,3.60000000000,4.55000000000,98.52805420890,"54","60",40.542,41.136,"4244","2000000961",4 GLENDA COURT,895000.000000000000000,"August 04, 2021",950000.000000000000000,1.000000000000000,4.000000000000000,,1500.000000000000000,50.000000000000000,Sidesplit 4,Crawl Space,,,2021.000000000000000,4593.289999999999964,60.000000000000000,120.000000000000000,"-",West Willow Woods,ResidentialProperty,43.539187599999998,-80.284875400000004
"22484","2000028553",2 WHISPERING RIDGE DRIVE,54642.218750000000000,"35230194",35230194.000000000000000,704.000000000000000,795.000000000000000,-11.400000000000000,2287.199999999999818,0.300000000000000,1261.299999999999955,135.000000000000000,535.000000000000000,30.000000000000000,110.000000000000000,15.600000000000000,19.100000000000001,75.900000000000006,4.300000000000000,31.899999999999999,275.000000000000000,90.000000000000000,32.700000000000003,2.600000000000000,140.000000000000000,50.899999999999999,49139.000000000000000,311043.000000000058208,321296.999999999941792,95.000000000000000,33.899999999999999,185.000000000000000,66.099999999999994,38.899999999999999,44.399999999999999,1012.000000000000000,575.000000000000000,135.000000000000000,23.500000000000000,35.000000000000000,6.100000000000000,20.000000000000000,3.500000000000000,12.500000000000000,330.000000000000000,50.000000000000000,15.199999999999999,35.000000000000000,10.600000000000000,0.000000000000000,0.000000000000000,15.900000000000000,42.799999999999997,112.026,3.79991174,8.34684181,995.09423828,1119.26379395,Jean Little,6.20000000000,5.98000000000,8.97627687415,"64","73",20.727,27.039,"22484","2000028553",2 WHISPERING RIDGE DRIVE,699900.000000000000000,"December 02, 2021",800000.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000,1100.000000000000000,50.000000000000000,2-Storey,Apartment,,,2021.000000000000000,3587.789999999999964,,47.930000000000000,"712240031",Guelph South,ResidentialProperty,43.514713000000000,-80.236311000000001
"17555","2000005058",37 HILLCREST DRIVE,22283.941406250000000,"35230154",35230154.000000000000000,475.000000000000000,447.000000000000000,6.300000000000000,2358.500000000000000,0.200000000000000,1065.000000000000000,75.000000000000000,310.000000000000000,90.000000000000000,20.000000000000000,4.200000000000000,15.800000000000001,65.299999999999997,18.899999999999999,43.100000000000001,205.000000000000000,115.000000000000000,56.100000000000001,2.300000000000000,65.000000000000000,31.699999999999999,99030.000000000000000,550815.000000000000000,701521.999999999883585,150.000000000000000,69.799999999999997,70.000000000000000,32.600000000000001,0.000000000000000,50.000000000000000,1132.000000000000000,420.000000000000000,195.000000000000000,46.399999999999999,50.000000000000000,11.900000000000000,25.000000000000000,6.000000000000000,4.800000000000000,260.000000000000000,25.000000000000000,9.600000000000000,35.000000000000000,13.500000000000000,10.000000000000000,3.800000000000000,16.800000000000001,39.299999999999997,17.694,1.30154026,4.48411131,431.43713379,454.91561890,John Galt,4.40000000000,5.10000000000,5.75510446104,"36",,62.735,37.408,"17555","2000005058",37 HILLCREST DRIVE,879000.000000000000000,"May 08, 2021",850000.000000000000000,8.000000000000000,1.000000000000000,2.000000000000000,700.000000000000000,,Bungalow,Part Fin,,,2020.000000000000000,2941.849999999999909,112.000000000000000,50.000000000000000,"-",Two Rivers,ResidentialProperty,43.550486390000003,-80.241345870000004
"45897","2000013470",70 WILKIE CRESCENT,14659.273437500000000,"35230393",35230393.000000000000000,4493.000000000000000,3214.000000000000000,39.799999999999997,3611.699999999999818,1.200000000000000,1299.200000000000045,1055.000000000000000,3105.000000000000000,335.000000000000000,340.000000000000000,7.600000000000000,23.500000000000000,69.200000000000003,7.500000000000000,33.700000000000003,1495.000000000000000,790.000000000000000,52.799999999999997,3.000000000000000,830.000000000000000,55.500000000000000,80801.000000000000000,501027.000000000058208,526109.000000000000000,1235.000000000000000,82.900000000000006,255.000000000000000,17.100000000000001,19.800000000000001,37.299999999999997,1538.000000000000000,3450.000000000000000,1315.000000000000000,38.100000000000001,245.000000000000000,7.100000000000000,95.000000000000000,2.800000000000000,6.600000000000000,2195.000000000000000,75.000000000000000,3.400000000000000,20.000000000000000,0.900000000000000,10.000000000000000,0.500000000000000,13.600000000000000,46.100000000000001,10.612,4.73384142,1.58830488,256.11068726,273.04232788,Westminster Woods,7.60000000000,7.68000000000,0.00000000000,"30",,33.012,25.145,"45897","2000013470",70 WILKIE CRESCENT,849000.000000000000000,"July 16, 2021",920500.000000000000000,6.000000000000000,3.000000000000000,1.000000000000000,2500.000000000000000,15.000000000000000,2-Storey,Finished,2021.000000000000000,452000.000000000000000,2021.000000000000000,5164.590000000000146,110.000000000000000,30.000000000000000,"711862679",Pine Ridge,ResidentialProperty,43.509064610000003,-80.179311179999999
"11609","2000019218",30 RODGERS ROAD,38115.515625000000000,"35230277",35230277.000000000000000,406.000000000000000,451.000000000000000,-10.000000000000000,2902.099999999999909,0.100000000000000,1478.599999999999909,65.000000000000000,325.000000000000000,20.000000000000000,70.000000000000000,17.100000000000001,15.900000000000000,79.299999999999997,4.900000000000000,33.899999999999999,150.000000000000000,105.000000000000000,70.000000000000000,2.600000000000000,70.000000000000000,46.700000000000003,63038.000000000000000,399700.999999999941792,390118.000000000000000,100.000000000000000,66.700000000000003,50.000000000000000,33.299999999999997,26.300000000000001,54.500000000000000,1598.000000000000000,360.000000000000000,110.000000000000000,30.600000000000001,15.000000000000000,4.200000000000000,25.000000000000000,6.900000000000000,4.800000000000000,275.000000000000000,35.000000000000000,12.699999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,34.500000000000000,51.700000000000003,94.692,5.52218485,4.90886259,412.78955078,517.91455078,Rickson Ridge,7.00000000000,7.65000000000,3.81845436038,"47","41",34.467,46.978,"11609","2000019218",30 RODGERS ROAD,629000.000000000000000,"March 12, 2021",631000.000000000000000,8.000000000000000,3.000000000000000,1.000000000000000,,30.000000000000000,2-Storey,Finished,,,2021.000000000000000,3604.000000000000000,112.489999999999995,30.180000000000000,"714900639",Kortright Hills,ResidentialProperty,43.513948130000003,-80.215721200000004
"15142","2000033756",68 DUMBARTON STREET,30542.644531250000000,"35230062",35230062.000000000000000,542.000000000000000,526.000000000000000,3.000000000000000,2523.300000000000182,0.200000000000000,1133.299999999999955,80.000000000000000,375.000000000000000,85.000000000000000,30.000000000000000,5.600000000000000,14.800000000000001,69.400000000000006,15.699999999999999,42.600000000000001,230.000000000000000,180.000000000000000,78.299999999999997,2.400000000000000,95.000000000000000,41.299999999999997,57235.000000000000000,390416.999999999941792,372720.000000000000000,190.000000000000000,88.400000000000006,25.000000000000000,11.600000000000000,13.199999999999999,0.000000000000000,1111.000000000000000,420.000000000000000,95.000000000000000,22.600000000000001,15.000000000000000,3.600000000000000,15.000000000000000,3.600000000000000,3.500000000000000,260.000000000000000,15.000000000000000,5.800000000000000,0.000000000000000,0.000000000000000,10.000000000000000,3.800000000000000,7.100000000000000,34.299999999999997,9.320,2.40993166,1.20456040,261.02676392,273.95889282,Waverly Dr,6.00000000000,6.05000000000,90.93570463750,"53","65",51.622,39.578,"15142","2000033756",68 DUMBARTON STREET,599900.000000000000000,"November 03, 2021",805000.000000000000000,7.000000000000000,3.000000000000000,1.000000000000000,700.000000000000000,99.000000000000000,Bungalow,Finished,2021.000000000000000,339000.000000000000000,2021.000000000000000,3873.440000000000055,120.000000000000000,60.009999999999998,"713060030",Waverley,ResidentialProperty,43.572016669999996,-80.258006030000004
"26097","2000020459",21 MUNROE CRESCENT,21932.945312500000000,"35230503",35230503.000000000000000,859.000000000000000,825.000000000000000,4.100000000000000,5128.399999999999636,0.200000000000000,1605.900000000000091,175.000000000000000,615.000000000000000,65.000000000000000,90.000000000000000,10.500000000000000,20.300000000000001,71.500000000000000,7.600000000000000,34.799999999999997,265.000000000000000,210.000000000000000,79.299999999999997,3.200000000000000,160.000000000000000,60.399999999999999,63207.000000000000000,473122.000000000000000,475264.000000000000000,240.000000000000000,88.900000000000006,30.000000000000000,11.100000000000000,18.800000000000001,0.000000000000000,996.000000000000000,705.000000000000000,225.000000000000000,31.899999999999999,50.000000000000000,7.100000000000000,15.000000000000000,2.100000000000000,5.600000000000000,480.000000000000000,15.000000000000000,3.100000000000000,10.000000000000000,2.100000000000000,10.000000000000000,2.100000000000000,8.900000000000000,25.800000000000001,31.735,6.13724136,1.87595809,489.44943237,529.19567871,Westminster Woods,7.60000000000,7.68000000000,1.60004423491,"57","73",30.753,28.827,"26097","2000020459",21 MUNROE CRESCENT,849900.000000000000000,"September 11, 2021",925000.000000000000000,2.000000000000000,3.000000000000000,1.000000000000000,1500.000000000000000,30.000000000000000,Backsplit 3,Finished,2021.000000000000000,444000.000000000000000,2021.000000000000000,5073.180000000000291,104.989999999999995,40.350000000000001,"714920637",Clairfields,ResidentialProperty,43.499983860000000,-80.193485050000007
"12021","2000005112",96 GROVE STREET,22283.941406250000000,"35230154",35230154.000000000000000,475.000000000000000,447.000000000000000,6.300000000000000,2358.500000000000000,0.200000000000000,1065.000000000000000,75.000000000000000,310.000000000000000,90.000000000000000,20.000000000000000,4.200000000000000,15.800000000000001,65.299999999999997,18.899999999999999,43.100000000000001,205.000000000000000,115.000000000000000,56.100000000000001,2.300000000000000,65.000000000000000,31.699999999999999,99030.000000000000000,550815.000000000000000,701521.999999999883585,150.000000000000000,69.799999999999997,70.000000000000000,32.600000000000001,0.000000000000000,50.000000000000000,1132.000000000000000,420.000000000000000,195.000000000000000,46.399999999999999,50.000000000000000,11.900000000000000,25.000000000000000,6.000000000000000,4.800000000000000,260.000000000000000,25.000000000000000,9.600000000000000,35.000000000000000,13.500000000000000,10.000000000000000,3.800000000000000,16.800000000000001,39.299999999999997,17.779,1.31126571,3.69851708,421.85461426,444.64254761,John Galt,4.40000000000,5.10000000000,5.75457875415,"86",,59.188,41.354,"12021","2000005112",96 GROVE STREET,1149900.000000000000000,"May 28, 2021",1150000.000000000000000,7.000000000000000,4.000000000000000,,1500.000000000000000,,2-Storey,Unfinished,,,2021.000000000000000,4787.529999999999745,127.000000000000000,67.000000000000000,"-",Two Rivers,ResidentialProperty,43.550544500000001,-80.240631899999997
"17818","2000021681",9 JODI PLACE,51638.605468749992724,"35230124",35230124.000000000000000,452.000000000000000,478.000000000000000,-5.400000000000000,3207.900000000000091,0.100000000000000,1178.599999999999909,50.000000000000000,325.000000000000000,75.000000000000000,35.000000000000000,7.800000000000000,11.100000000000000,72.200000000000003,16.699999999999999,43.000000000000000,165.000000000000000,160.000000000000000,97.000000000000000,2.800000000000000,70.000000000000000,42.399999999999999,69078.000000000000000,399764.000000000000000,395076.999999999941792,155.000000000000000,96.900000000000006,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,370.000000000000000,120.000000000000000,32.399999999999999,30.000000000000000,8.100000000000000,0.000000000000000,0.000000000000000,5.800000000000000,200.000000000000000,20.000000000000000,10.000000000000000,10.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,6.300000000000000,21.300000000000001,22.684,5.54051113,3.49046421,476.73654175,508.45321655,Westwood,3.60000000000,4.55000000000,28.83485027130,"53",,44.931,29.155,"17818","2000021681",9 JODI PLACE,859900.000000000000000,"October 13, 2021",983000.000000000000000,7.000000000000000,3.000000000000000,,1500.000000000000000,50.000000000000000,Bungalow,Finished,2021.000000000000000,451000.000000000000000,2021.000000000000000,6337.590000000000146,,38.000000000000000,"712620134",West Willow Woods,ResidentialProperty,43.529924899999997,-80.286983989999996
